post_id,influencer_id,post_datetime,content_type,post_format,follower_count,authority_log,verified,account_age_years,early_window_mins,early_likes,early_comments,early_shares,early_total_engagement,early_engagement_velocity,early_comment_share_ratio,persuasive_power_index,reach,impressions,impressions_per_reach,exposure_persistence_hours,reach_growth_rate,algorithmic_amplification_index,very_high_reach,total_likes,total_comments,total_shares,link_clicks,saves,profile_visits,click_through_rate,save_rate,engagement_success_index,low_effort_engagement,high_effort_engagement
1956,197,2024-08-06 00:00:00,promotional,image,12285,9.416134285,0,5.32,60,10,7,0,17,0.283333333,8,-0.791669183,4156,7223,1.738,5.4,0.121,-0.869449512,0,10,2,0,0,1,1,0,0.000241,-0.180865722,10,2
1957,733,2024-06-05 00:00:00,informational,image,44723,10.70824319,0,9.64,60,54,2,1,57,0.95,1.5,-0.633236405,41051,81022,1.974,5.89,0.133,1.140230344,0,54,5,0,4,0,0,0.000097,0,0.143709613,54,4
1958,423,2024-01-28 00:00:00,promotional,image,23180,10.05104512,0,1.58,60,59,2,6,67,1.116666667,0.428571429,-0.377698834,3340,5252,1.572,5.95,0.056,-0.980413075,0,59,5,0,0,1,0,0,0.000299,-0.390664234,59,1
1959,572,2024-02-01 00:00:00,experiential,image,158965,11.97643933,0,7.82,60,107,13,8,128,2.133333333,1.555555556,0.554605701,60896,120591,1.98,5.34,0.19,1.322984524,1,917,0,0,6,12,5,0.000099,0.000197,2.42916948,917,23
1960,610,2025-09-27 00:00:00,experiential,image,132726,11.79604213,1,4.41,60,125,7,7,139,2.316666667,1,0.385074522,21698,31695,1.461,6.09,0.224,0.477401052,0,331,3,0,7,3,2,0.000323,0.000138,1.588741354,331,12
1961,171,2025-05-10 00:00:00,experiential,carousel,12216,9.410501847,0,1.16,60,5,12,0,17,0.283333333,13,-0.610830909,7525,10540,1.401,5.77,0.073,-0.457406337,0,9,0,1,2,0,0,0.000266,0,-0.158344658,9,2
1962,382,2025-04-27 00:00:00,experiential,image,16328,9.700636704,0,10.97,60,76,7,2,85,1.416666667,2.666666667,-0.204126092,2467,5136,2.082,6.87,0.172,-0.830459943,0,76,4,2,1,0,1,0.000405,0,-0.188300109,76,2
1963,173,2025-03-24 00:00:00,informational,carousel,27526,10.22288629,0,3.51,60,128,0,9,137,2.283333333,0.1,0.188616462,17646,18152,1.029,7.08,0.206,0.29833451,0,128,3,0,1,0,0,0.000057,0,-0.398098621,128,1
1964,663,2025-09-11 00:00:00,promotional,carousel,28775,10.26726223,1,3.79,60,40,3,9,52,0.866666667,0.4,-0.347456907,23595,34869,1.478,5.94,0.095,0.517606482,0,40,3,0,0,3,0,0,0.000127,0.026632259,40,3
1965,453,2024-12-16 00:00:00,informational,carousel,11095,9.314249835,0,3.43,60,175,0,5,180,3,0.166666667,0.370932204,18288,28927,1.582,6.87,0.179,0.559054043,0,175,4,0,0,0,0,0,0,-0.807960728,175,0
1966,350,2025-09-27 00:00:00,experiential,carousel,24018,10.08655883,0,7.89,60,67,23,2,92,1.533333333,8,0.427639139,5461,11225,2.055,6.59,0.124,-0.270018029,0,67,5,0,0,1,0,0,0.000183,-0.390664234,67,1
1967,634,2024-09-19 00:00:00,informational,video,19402,9.873131433,0,10.62,60,29,4,6,39,0.65,0.714285714,-0.517694552,7651,12354,1.615,6.25,0.132,-0.242747571,0,45,5,2,2,0,0,0.000261,0,-0.158344658,45,2
1968,494,2025-11-07 00:00:00,promotional,video,12566,9.438750033,0,8.71,60,103,2,7,112,1.866666667,0.375,-0.000511528,25112,32116,1.279,6.74,0.101,0.643977802,0,103,1,1,0,0,0,0,0,-0.807960728,103,0
1969,620,2025-05-25 00:00:00,informational,image,37193,10.52387585,0,2.74,60,55,4,1,60,1,2.5,-0.538151343,12353,16618,1.345,7.27,0.233,0.220760871,0,55,0,2,4,0,1,0.000324,0,0.353508125,55,5
1970,4,2024-07-06 00:00:00,experiential,video,136357,11.82303173,0,7.42,60,235,17,8,260,4.333333333,2,1.700265448,145637,206825,1.42,5.03,0.181,1.706155462,1,1035,10,1,2,1,0,0.000014,0.000007,0.258951836,1035,3
1971,93,2025-02-15 00:00:00,experiential,carousel,14734,9.597913027,0,8.5,60,93,1,3,97,1.616666667,0.5,-0.294191996,6195,9143,1.476,6.47,0.022,-0.422281445,0,93,11,1,2,0,1,0.000323,0,0.051453854,93,3
1972,6,2025-01-24 00:00:00,promotional,image,23526,10.06586147,1,9.1,60,53,8,2,63,1.05,3,-0.334789959,4768,4768,1,6.04,0.135,-0.966379547,0,53,4,4,0,0,1,0,0,-0.598162216,53,1
1973,288,2024-04-10 00:00:00,experiential,image,53547,10.88831505,0,2.25,60,128,5,3,136,2.266666667,1.5,0.14622541,10474,12175,1.162,6.32,0.229,-0.193195707,0,199,6,2,1,2,2,0.000095,0.000191,0.595823447,199,5
1974,618,2025-03-07 00:00:00,promotional,video,61437,11.02576754,0,3.98,60,19,7,9,35,0.583333333,0.8,-0.331701555,6966,8919,1.28,6.96,0.087,-0.322505383,0,71,0,4,2,0,1,0.000287,0,0.051453854,71,3
1975,146,2024-08-17 00:00:00,informational,video,64979,11.08181942,1,6.46,60,99,4,19,122,2.033333333,0.25,0.578948438,31399,44545,1.419,6.25,0.176,0.78462066,0,465,0,4,1,0,0,0.000032,0,-0.398098621,465,1
1976,783,2024-02-08 00:00:00,informational,carousel,43486,10.68019433,0,10.15,60,56,11,2,69,1.15,4,-0.180787489,10529,12812,1.217,5.93,0.229,-0.246095384,0,56,6,3,3,0,0,0.000285,0,0.011763486,56,3
1977,424,2025-11-23 00:00:00,experiential,image,78556,11.27156703,0,10.96,60,18,20,0,38,0.633333333,21,-0.162241402,14754,19786,1.341,4.69,0.183,-0.227272415,0,131,3,1,2,2,2,0.000136,0.000136,0.83557741,131,6
1978,608,2025-04-13 00:00:00,promotional,video,8564,9.05532265,0,4.98,60,79,0,1,80,1.333333333,0.5,-0.531156942,2900,5366,1.85,5.9,0.043,-0.992100905,0,79,5,0,0,0,0,0,0,-0.807960728,79,0
1979,457,2025-10-02 00:00:00,informational,image,26715,10.19298048,0,2.11,60,107,32,8,147,2.45,3.666666667,1.385872908,29051,45072,1.551,3.83,0.19,0.145599999,0,107,12,2,0,0,2,0,0,-0.475437954,107,2
1980,741,2025-05-08 00:00:00,informational,carousel,4718,8.45914026,0,9.74,60,28,8,3,39,0.65,2.25,-0.48084697,7749,9901,1.278,8.48,0.096,0.034262559,0,28,6,4,0,0,0,0,0,-0.807960728,28,0
1981,202,2024-09-17 00:00:00,informational,image,52093,10.86078586,0,8.02,60,38,3,1,42,0.7,2,-0.710817515,3830,5979,1.561,6.01,0.092,-0.863784873,0,103,8,2,4,1,3,0.001044,0.000261,0.98060313,103,8
1982,212,2025-01-09 00:00:00,experiential,carousel,92556,11.43556915,1,3.39,60,159,10,2,171,2.85,3.666666667,0.556536455,24833,40337,1.624,4.91,0.229,0.369044484,0,159,0,1,1,0,3,0.00004,0,0.021498403,159,4
1983,6,2025-05-08 00:00:00,experiential,image,23526,10.06586147,1,9.1,60,20,0,3,23,0.383333333,0.25,-0.891520223,1431,1835,1.282,5.89,0,-1.795308526,0,20,6,1,1,2,1,0.000699,0.001398,0.473099185,20,4
1984,624,2025-12-01 00:00:00,promotional,image,114167,11.64541757,1,11.61,60,68,21,3,92,1.533333333,5.5,0.391244842,19913,28794,1.446,4.76,0.279,0.077343291,0,317,5,1,2,2,0,0.0001,0.0001,0.503054636,317,4
1985,376,2024-07-04 00:00:00,informational,image,13803,9.532641239,0,0.98,60,50,4,10,64,1.066666667,0.454545455,-0.184349228,15232,17220,1.131,7.14,0.174,0.251540864,0,50,9,0,0,1,0,0,0.000066,-0.390664234,50,1
1986,447,2025-09-30 00:00:00,informational,image,42899,10.66660379,0,11.43,60,27,9,3,39,0.65,2.5,-0.444679315,4391,8125,1.85,7.41,0.055,-0.354871589,0,31,32,0,2,0,0,0.000455,0,-0.158344658,31,2
1987,106,2025-11-05 00:00:00,informational,video,44536,10.70405313,1,7.44,60,20,16,8,44,0.733333333,1.888888889,0.026115584,16577,30867,1.862,6.02,0.121,0.413760413,0,62,2,3,4,0,1,0.000241,0,0.353508125,62,5
1988,651,2025-05-04 00:00:00,experiential,image,188897,12.14895717,1,1.94,60,147,3,8,158,2.633333333,0.444444444,0.420426684,14438,28167,1.951,6.1,0.214,0.355180233,0,562,2,0,6,1,6,0.000416,0.000069,1.348943054,562,13
1989,401,2025-11-10 00:00:00,experiential,image,6036,8.70549682,0,3.92,60,57,18,4,79,1.316666667,3.8,0.220100628,3868,4555,1.178,6.04,0.151,-1.031337687,0,57,5,2,0,0,0,0,0,-0.807960728,57,0
1990,96,2024-10-17 00:00:00,informational,image,6881,8.836519269,0,4.59,60,30,4,3,37,0.616666667,1.25,-0.640684091,5226,9526,1.823,7.89,0.147,-0.140895979,0,30,14,2,0,0,0,0,0,-0.807960728,30,0
1991,388,2025-11-26 00:00:00,promotional,carousel,194108,12.17616998,0,4,60,62,10,3,75,1.25,2.75,-0.135514626,23969,40142,1.675,6.21,0.215,0.67359871,0,446,1,0,16,0,5,0.000668,0,1.40965669,446,21
1992,452,2025-05-28 00:00:00,informational,image,77276,11.25513871,0,1.32,60,80,7,4,91,1.516666667,1.6,-0.086744562,11210,22111,1.972,7.35,0.149,0.417445855,0,223,5,0,0,0,0,0,0,-0.807960728,223,0
1993,416,2024-01-31 00:00:00,experiential,image,14066,9.551515817,0,11.95,60,37,8,8,53,0.883333333,1,-0.194976395,6932,10770,1.554,4.94,0.08,-0.65876113,0,37,3,4,0,1,0,0,0.000144,-0.390664234,37,1
1994,726,2025-10-24 00:00:00,experiential,video,24736,10.11601495,0,11.4,60,54,15,1,70,1.166666667,8,-0.064474632,9506,16784,1.766,5.57,0.104,-0.165167448,0,54,0,1,0,1,0,0,0.000105,-0.390664234,54,1
1995,504,2024-12-19 00:00:00,informational,carousel,52207,10.86297186,0,1.18,60,43,0,5,48,0.8,0.166666667,-0.630056924,5224,6182,1.183,4.91,0.071,-1.065848737,0,43,19,0,7,0,1,0.00134,0,0.631424105,43,8
1996,454,2024-12-02 00:00:00,promotional,carousel,49220,10.80405532,1,4.66,60,48,3,0,51,0.85,4,-0.678509268,6757,8141,1.205,6.58,0.036,-0.461494426,0,48,3,0,1,1,2,0.000148,0.000148,0.351720647,48,4
1997,291,2025-02-17 00:00:00,promotional,carousel,24146,10.09187401,1,1.46,60,49,0,2,51,0.85,0.333333333,-0.715130208,2097,4206,2.006,6.73,0.085,-1.013036342,0,49,3,0,0,0,1,0,0,-0.598162216,49,1
1998,534,2024-04-19 00:00:00,experiential,image,8857,9.088963386,0,5.35,60,73,8,0,81,1.35,9,-0.270173466,3912,8336,2.131,7.63,0.1,-0.305949978,0,73,0,0,0,0,0,0,0,-0.807960728,73,0
1999,193,2024-12-08 00:00:00,experiential,carousel,36831,10.51409516,0,11.58,60,38,8,0,46,0.766666667,9,-0.53558725,12072,18693,1.548,5.58,0.116,-0.063446054,0,66,1,0,1,1,0,0.000083,0.000083,0.019197873,66,2
2000,150,2025-08-29 00:00:00,informational,video,40014,10.59698467,1,5.44,60,119,8,1,128,2.133333333,4.5,0.122180342,11505,22517,1.957,5.07,0.243,-0.067346238,0,119,4,0,4,1,0,0.000348,0.000087,0.561006107,119,5
2001,759,2024-01-12 00:00:00,experiential,carousel,12602,9.441610811,0,1.33,60,64,5,1,70,1.166666667,3,-0.426151178,10872,16039,1.475,6.88,0.076,0.104534164,0,64,4,0,1,1,1,0.000092,0.000092,0.228996385,64,3
2002,779,2024-07-18 00:00:00,informational,image,27600,10.22557105,0,1.04,60,47,2,1,50,0.833333333,1.5,-0.686319162,4867,11072,2.275,8.17,0.08,0.008390225,0,47,2,3,0,0,4,0,0,-0.320823669,47,4
2003,763,2024-01-02 00:00:00,promotional,carousel,384648,12.86008391,1,9.96,60,92,0,5,97,1.616666667,0.166666667,-0.258477626,14629,31895,2.18,6.1,0.161,0.44434881,0,241,0,3,33,16,28,0.002256,0.001094,4.002078605,241,77
2004,515,2024-10-30 00:00:00,informational,image,16701,9.723223877,0,1.42,60,37,7,1,45,0.75,4,-0.543397143,12076,28159,2.332,5.72,0.08,0.255536007,0,37,10,2,0,3,0,0,0.000248,0.026632259,37,3
2005,393,2025-06-15 00:00:00,informational,video,7941,8.979794491,0,8.59,60,95,5,16,116,1.933333333,0.352941176,0.46179355,7880,16582,2.104,6.74,0.112,0.066484023,0,95,9,0,0,0,0,0,0,-0.807960728,95,0
2006,316,2025-08-06 00:00:00,informational,image,30364,10.32101298,0,4.12,60,27,9,3,39,0.65,2.5,-0.444679315,2833,3720,1.313,6.21,0.154,-1.170665156,0,34,2,4,0,1,2,0,0.000353,-0.05814146,34,3
2007,76,2025-11-20 00:00:00,informational,image,67636,11.12189566,0,0.91,60,12,23,1,36,0.6,12,-0.032963927,24634,40995,1.664,5.43,0.038,0.51130806,0,117,0,2,6,3,0,0.000244,0.000122,1.177260662,117,9
2008,599,2025-03-20 00:00:00,experiential,video,19067,9.855714371,0,1.84,60,40,11,3,54,0.9,3,-0.258595241,14982,21217,1.416,6.04,0.049,0.153859624,0,40,3,0,0,1,0,0,0.000067,-0.390664234,40,1
2009,270,2024-07-04 00:00:00,informational,image,33885,10.43072772,1,7.8,60,105,1,1,107,1.783333333,1,-0.290241511,10574,11056,1.046,5.47,0.16,-0.443879317,0,105,2,0,0,0,0,0,0,-0.807960728,105,0
2010,225,2025-11-05 00:00:00,promotional,video,18547,9.82806333,0,2.41,60,25,3,8,36,0.6,0.444444444,-0.504729935,7992,13181,1.649,6.72,0.112,-0.095749316,0,25,5,0,1,0,3,0.000125,0,0.021498403,25,4
2011,530,2025-07-19 00:00:00,informational,video,12036,9.395657438,0,1.26,60,157,18,5,180,3,3.166666667,1.021949988,9339,13530,1.449,5.76,0.253,-0.26739578,0,157,9,0,2,0,0,0.000214,0,-0.158344658,157,2
2012,113,2025-02-23 00:00:00,experiential,video,31578,10.36021595,0,1.17,60,46,10,15,71,1.183333333,0.6875,0.265444518,4232,5799,1.37,4.93,0.242,-1.133222308,0,46,7,0,1,2,3,0.000236,0.000473,0.682897697,46,6
2013,251,2025-05-22 00:00:00,experiential,image,8426,9.039077443,0,11.83,60,29,3,13,45,0.75,0.285714286,-0.256775615,7787,18049,2.318,5.59,0.034,-0.125387917,0,29,7,0,1,0,1,0.000128,0,-0.188300109,29,2
2014,233,2025-11-05 00:00:00,promotional,carousel,31119,10.34557384,0,1.22,60,203,18,1,222,3.7,9.5,1.19668248,6952,10655,1.533,5.47,0.311,-0.531595971,0,203,3,1,0,0,0,0,0,-0.807960728,203,0
2015,791,2025-06-04 00:00:00,promotional,video,45689,10.72961285,0,10.19,60,80,23,8,111,1.85,2.666666667,0.787366981,25691,38281,1.49,6.51,0.246,0.71382027,0,117,5,3,1,0,0,0.000039,0,-0.398098621,117,1
2016,714,2024-09-25 00:00:00,promotional,image,44318,10.69914619,0,9.31,60,93,0,4,97,1.616666667,0.2,-0.294418639,5180,8829,1.704,5.82,0.166,-0.609606097,0,93,5,1,1,2,0,0.000193,0.000386,0.263300673,93,3
2017,83,2025-06-04 00:00:00,promotional,video,130339,11.77789403,0,4.01,60,35,9,6,50,0.833333333,1.428571429,-0.253440518,13518,20289,1.501,5.25,0.219,-0.075493054,0,443,9,0,2,1,0,0.000148,0.000074,0.258951836,443,3
2018,125,2024-01-30 00:00:00,experiential,image,53469,10.88685733,0,7.38,60,46,8,6,60,1,1.285714286,-0.213775663,5531,6288,1.137,6.2,0.178,-0.736124119,0,73,2,0,1,0,4,0.000181,0,0.089038438,73,5
2019,175,2024-10-09 00:00:00,promotional,image,39210,10.5766871,1,10.92,60,6,4,9,19,0.316666667,0.5,-0.561536534,23249,58123,2.5,5.2,0.172,0.696671567,0,156,3,0,0,0,2,0,0,-0.475437954,156,2
2020,69,2024-10-23 00:00:00,promotional,video,42686,10.66162628,1,7.58,60,40,22,4,66,1.1,4.6,0.266188984,12841,12841,1,5.09,0.167,-0.412532004,0,70,0,3,0,2,1,0,0.000156,0.063237078,70,3
2021,47,2024-05-01 00:00:00,informational,video,18758,9.839375607,0,8.93,60,32,13,4,49,0.816666667,2.8,-0.188235175,12347,20423,1.654,6.35,0.158,0.172225947,0,32,3,4,1,1,0,0.000081,0.000081,0.019197873,32,2
2022,256,2024-01-17 00:00:00,experiential,image,18320,9.815748638,1,10.96,60,39,9,12,60,1,0.769230769,0.038038066,28960,42917,1.482,4.72,0.035,0.37791394,0,39,1,0,4,1,0,0.000138,0.000035,0.561006107,39,5
2023,727,2024-04-07 00:00:00,informational,image,30286,10.31844084,0,1.33,60,44,8,2,54,0.9,3,-0.403039218,12265,24781,2.02,5.63,0.239,0.143772701,0,44,0,1,6,2,0,0.000489,0.000163,1.004066969,44,8
2024,30,2025-04-22 00:00:00,experiential,carousel,22210,10.00829792,0,5.8,60,46,1,2,49,0.816666667,0.666666667,-0.694129055,4921,8622,1.752,7.23,0.012,-0.336540035,0,46,3,0,0,0,3,0,0,-0.388363704,46,3
2025,281,2025-08-08 00:00:00,experiential,image,33307,10.41352286,0,3.68,60,4,4,2,10,0.166666667,1.666666667,-0.881372879,2571,4410,1.715,5.11,0.118,-1.329770155,0,34,9,2,5,2,2,0.001945,0.000778,1.245439517,34,9
2026,237,2025-12-22 00:00:00,experiential,image,3924,8.274866821,1,1.1,60,17,9,2,28,0.466666667,3.333333333,-0.564036088,5430,6331,1.166,5.03,0.067,-1.012979886,0,17,0,0,0,0,0,0,0,-0.807960728,17,0
2027,248,2024-09-09 00:00:00,experiential,carousel,15470,9.646657944,0,10.51,60,62,7,2,71,1.183333333,2.666666667,-0.310291606,9339,12921,1.384,5.07,0.175,-0.466176738,0,62,5,0,0,0,0,0,0,-0.807960728,62,0
2028,368,2025-03-13 00:00:00,promotional,image,30109,10.31257941,0,5.64,60,65,27,4,96,1.6,5.6,0.674524786,4225,5252,1.243,6.91,0.196,-0.74525827,0,65,0,2,0,0,0,0,0,-0.807960728,65,0
2029,495,2025-11-15 00:00:00,experiential,video,136370,11.82312706,1,7.49,60,223,5,2,230,3.833333333,2,0.823109989,90624,137394,1.516,5.41,0.202,1.470973053,1,448,7,2,4,2,1,0.000044,0.000022,1.014907419,448,7
2030,25,2024-05-01 00:00:00,promotional,image,17251,9.755625392,0,10.41,60,2,7,3,12,0.2,2,-0.721762401,2734,6065,2.218,4.59,0.16,-1.240320781,0,10,1,1,0,0,0,0,0,-0.807960728,10,0
2031,586,2025-06-07 00:00:00,informational,video,38110,10.54823199,0,0.82,60,26,5,1,32,0.533333333,3,-0.714314715,9768,16931,1.733,6.59,0.12,0.069655607,0,35,9,2,0,0,2,0,0,-0.475437954,35,2
2032,718,2025-07-05 00:00:00,experiential,image,34555,10.45030754,0,6.11,60,94,15,12,121,2.016666667,1.230769231,0.717622303,6920,6920,1,5.98,0.192,-0.686143339,0,94,2,1,1,0,0,0.000145,0,-0.398098621,94,1
2033,490,2024-03-05 00:00:00,experiential,carousel,71800,11.18163976,0,5.04,60,63,10,17,90,1.5,0.611111111,0.481408311,19904,37480,1.883,7.97,0.136,0.949993893,0,100,4,1,1,0,4,0.00005,0,0.089038438,100,5
2034,494,2025-09-20 00:00:00,informational,image,12566,9.438750033,0,8.71,60,29,1,0,30,0.5,2,-0.910092848,3873,4902,1.266,5.68,0.01,-1.067210861,0,29,8,2,0,1,1,0,0.000258,-0.180865722,29,2
2035,314,2025-08-16 00:00:00,experiential,video,67071,11.11350704,0,6.72,60,164,12,5,181,3.016666667,2.166666667,0.812527311,14688,24246,1.651,7.65,0.27,0.563100361,0,164,3,1,0,0,0,0,0,-0.807960728,164,0
2036,606,2024-01-25 00:00:00,experiential,carousel,194230,12.1767983,0,3.82,60,72,10,19,101,1.683333333,0.55,0.636706096,25735,52350,2.034,6.05,0.306,0.829222441,0,133,7,2,2,0,3,0.000078,0,0.261252366,133,5
2037,375,2024-03-07 00:00:00,experiential,carousel,256064,12.45318269,1,5.36,60,154,4,2,160,2.666666667,1.666666667,0.256114767,9987,22773,2.28,5.19,0.171,-0.039288139,0,1312,2,0,13,23,7,0.001302,0.002303,3.295214092,1312,43
2038,639,2024-02-05 00:00:00,experiential,image,8185,9.01005849,0,5.04,60,31,13,3,47,0.783333333,3.5,-0.239342689,8102,10921,1.348,6.18,0.127,-0.331949182,0,31,8,1,1,0,0,0.000123,0,-0.398098621,31,1
2039,25,2024-09-01 00:00:00,experiential,carousel,17251,9.755625392,0,10.41,60,8,5,13,26,0.433333333,0.428571429,-0.328522074,6218,12217,1.965,5.09,0.061,-0.544512263,0,19,5,1,0,0,1,0,0,-0.598162216,19,1
2040,334,2025-01-06 00:00:00,informational,image,15106,9.622847295,0,7.64,60,106,2,0,108,1.8,3,-0.282431618,7063,7067,1.001,7.3,0.121,-0.398045267,0,106,1,0,1,0,0,0.000142,0,-0.398098621,106,1
2041,355,2025-01-23 00:00:00,experiential,video,29173,10.2809989,0,0.88,60,50,7,9,66,1.1,0.8,-0.096620775,9058,17010,1.878,8.75,0.16,0.458102013,0,50,5,3,2,0,2,0.000221,0,0.174178116,50,4
2042,116,2024-07-14 00:00:00,informational,image,40197,10.60154764,0,8.64,60,10,0,0,10,0.166666667,1,-1.097925522,14665,14665,1,7.31,0.097,0.179371997,0,65,1,0,3,2,0,0.000205,0.000136,0.67316278,65,5
2043,48,2025-10-27 00:00:00,informational,image,85573,11.35712509,1,6.74,60,38,11,6,55,0.916666667,1.714285714,-0.143188954,3251,6996,2.152,5.68,0.14,-0.846301929,0,228,2,5,3,2,0,0.000923,0.000615,0.67316278,228,5
2044,738,2024-09-25 00:00:00,informational,image,79435,11.28269436,1,3.9,60,24,8,5,37,0.616666667,1.5,-0.424131447,11704,14551,1.243,7.65,0.138,0.198250862,0,151,1,0,3,2,3,0.000256,0.000171,1.092759804,151,8
2045,778,2024-02-03 00:00:00,informational,video,23213,10.05246775,0,6.38,60,5,0,1,6,0.1,0.5,-1.092317514,3737,6846,1.832,5.26,0.095,-0.951626914,0,9,0,1,1,0,2,0.000268,0,-0.065575847,9,3
2046,99,2024-08-07 00:00:00,informational,video,29885,10.30511196,1,7.26,60,33,6,12,51,0.85,0.538461538,-0.138714157,5379,11147,2.072,6.97,0.123,-0.199546087,0,33,7,2,2,0,0,0.000372,0,-0.158344658,33,2
2047,459,2025-01-22 00:00:00,informational,image,17092,9.746365797,0,11.67,60,6,6,1,13,0.216666667,3.5,-0.822228829,2520,7363,2.922,5.55,0.15,-0.852698744,0,13,2,2,0,1,1,0,0.000397,-0.180865722,13,2
2048,523,2024-10-25 00:00:00,informational,video,15327,9.637371258,0,7.82,60,29,7,0,36,0.6,8,-0.647587414,16343,23407,1.432,5.27,0.139,0.048215234,0,29,6,1,1,0,1,0.000061,0,-0.188300109,29,2
2049,597,2024-07-18 00:00:00,experiential,carousel,22700,10.0301202,0,3.83,60,62,23,0,85,1.416666667,24,0.302674358,16740,26923,1.608,5.2,0.198,0.126511797,0,62,0,0,0,1,1,0,0.00006,-0.180865722,62,2
2050,405,2024-04-05 00:00:00,informational,video,18957,9.849928535,0,10.88,60,68,4,4,76,1.266666667,1,-0.30899629,4366,4366,1,5.82,0.115,-1.085579046,0,68,7,4,0,0,0,0,0,-0.807960728,68,0
2051,214,2025-08-20 00:00:00,experiential,video,57033,10.95138533,0,6.95,60,47,17,5,69,1.15,3,0.144041476,30216,56127,1.858,6.57,0.192,1.003780408,0,47,2,2,4,0,3,0.000132,0,0.563306637,47,7
2052,685,2025-12-28 00:00:00,promotional,carousel,8759,9.077837022,0,5.66,60,20,7,2,29,0.483333333,2.666666667,-0.628788147,17128,22565,1.317,6.33,0.149,0.275809355,0,20,1,1,0,1,0,0,0.000058,-0.390664234,20,1
2053,503,2024-08-28 00:00:00,promotional,video,7342,8.901366564,0,3.46,60,89,1,0,90,1.5,2,-0.45509779,5611,7212,1.285,7.36,0.11,-0.413709929,0,89,1,0,0,0,0,0,0,-0.807960728,89,0
2054,721,2024-10-05 00:00:00,informational,image,40449,10.6077972,0,5.18,60,64,8,15,87,1.45,0.5625,0.314441224,11604,20178,1.739,6.05,0.12,0.092066053,0,64,5,0,0,1,0,0,0.000086,-0.390664234,64,1
2055,448,2025-03-27 00:00:00,promotional,video,11616,9.360138737,0,7.41,60,36,17,9,62,1.033333333,1.8,0.234722768,5060,9000,1.779,5.68,0.215,-0.631218561,0,36,3,2,0,0,0,0,0,-0.807960728,36,0
2056,576,2025-06-08 00:00:00,informational,image,3258,8.088868789,0,4.08,60,8,5,5,18,0.3,1,-0.67671618,8465,11582,1.368,6.1,0.02,-0.305377414,0,8,5,2,0,1,0,0,0.000118,-0.390664234,8,1
2057,258,2024-10-13 00:00:00,informational,video,14652,9.592332124,0,6.22,60,17,11,1,29,0.483333333,6,-0.52005854,3886,3949,1.016,5.02,0.105,-1.363404204,0,17,1,0,0,0,0,0,0,-0.807960728,17,0
2058,121,2025-10-22 00:00:00,promotional,carousel,65580,11.09102605,0,4.27,60,205,3,11,219,3.65,0.333333333,0.99082803,29845,52158,1.748,6.45,0.057,0.926891304,0,205,2,1,4,1,0,0.000134,0.000034,0.561006107,205,5
2059,54,2025-02-12 00:00:00,promotional,image,54813,10.91168267,1,10.54,60,115,8,12,135,2.25,0.692307692,0.570614234,19885,43546,2.19,6.51,0.283,0.777609458,0,115,6,0,0,2,1,0,0.000101,0.063237078,115,3
2060,331,2024-11-24 00:00:00,experiential,image,29371,10.28776307,0,5.68,60,62,3,5,70,1.166666667,0.666666667,-0.354722439,17691,25110,1.419,5.17,0.074,0.0795636,0,62,6,2,0,1,1,0,0.000057,-0.180865722,62,2
2061,784,2025-04-17 00:00:00,experiential,image,54753,10.91058744,0,0.54,60,28,10,12,50,0.833333333,0.846153846,-0.001626789,26033,56418,2.167,7.82,0.14,1.234507682,0,47,1,0,5,0,1,0.000192,0,0.461315961,47,6
2062,241,2025-11-26 00:00:00,experiential,image,13460,9.507477603,0,2.39,60,23,0,3,26,0.433333333,0.25,-0.86877047,3064,6327,2.065,4.99,0.161,-1.093309942,0,23,0,4,2,1,0,0.000653,0.000326,0.258951836,23,3
2063,755,2025-08-03 00:00:00,informational,video,11506,9.350623917,0,6.29,60,100,2,2,104,1.733333333,1,-0.240882597,12852,19961,1.553,6.08,0.058,0.102813582,0,100,2,0,0,0,0,0,0,-0.807960728,100,0
2064,530,2024-01-30 00:00:00,informational,video,12036,9.395657438,0,1.26,60,138,9,3,150,2.5,2.5,0.397061542,5808,9960,1.715,7.23,0.072,-0.220526526,0,138,1,0,0,0,0,0,0,-0.807960728,138,0
2065,483,2024-08-30 00:00:00,experiential,image,5964,8.693496676,0,6.34,60,51,6,4,61,1.016666667,1.4,-0.350409746,11272,24185,2.146,7.32,0.151,0.4760157,0,51,1,0,0,0,0,0,0,-0.807960728,51,0
2066,187,2024-12-09 00:00:00,promotional,carousel,47726,10.7732316,0,6.62,60,42,4,1,47,0.783333333,2.5,-0.636733605,6476,13926,2.15,6.41,0.114,-0.141062957,0,42,1,1,1,0,2,0.000154,0,-0.065575847,42,3
2067,656,2024-08-17 00:00:00,informational,image,31547,10.35923378,0,2.21,60,22,15,2,39,0.65,5.333333333,-0.2636144,7089,16899,2.384,6.56,0.296,0.0362463,0,22,1,1,0,0,1,0,0,-0.598162216,22,1
2068,262,2025-05-26 00:00:00,promotional,carousel,28014,10.24045966,1,4.87,60,22,4,4,30,0.5,1,-0.657825835,3282,5825,1.775,5.11,0.063,-1.113820051,0,57,5,0,4,0,1,0.001219,0,0.353508125,57,5
